A named third party does do something outside of our label scheme with your cookies or tracking elements for targeted advertising. You can make a choice about the collection or sharing of your information.,Targeted Advertising
A named third party does do something unspecified with unspecified information about you for targeted advertising.,Targeted Advertising
"You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by the site, which uses it for a basic service or feature.",Cookies
A named third party does receive unspecified information about you for legal requirements. The data is aggregated or anonymized.,Disclosure
An unspecified third party does do something unspecified with your cookies or tracking elements for an unspecified purpose.,Cookies
The site collects your demographic information for advertising. Collection happens by other parts of the company or affiliates. You can opt out using the provided link for the use of your information.,Action
The site collects your location information for personalization or customization. Collection happens when you implicitly provide information in the mobile app.,Location
A named third party does receive your unspecified personal information for analytics or research. The data is personally identifiable. You can opt in for data collection for the collection or sharing and use of your information.,3P Analysis
The site collects your IP address or device IDs for analytics or research. Collection happens in an unspecified way.,IP Address
A user's activities on the website or app is retained for a stated period of time to perform analytics or research.,1P Analysis
An unnamed third party does collect on the first party website or app something that uniquely identifies you for an additional (non-basic) service or feature. The data is personally identifiable.,3P Analysis
A third party outside of our label scheme does receive unspecified information about you for an additional (non-basic) service or feature. The data is personally identifiable. You can choose not to use the service or feature for the use of your information.,3P Analysis
"The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable.",1P Analysis
A named third party does collect on the first party website or app your IP address or device IDs for a basic service or feature.,IP Address
"A user can delete their account (although the company or organization may continue to keep some data), within the scope of user information outside of our label scheme.",Deletion
"The site collects your financial information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",Payment
The site collects your generic personal information for legal requirements. Collection happens when you explicitly provide information on the website.,Disclosure
The site collects your IP address or device IDs for advertising. Collection happens when you implicitly provide information by some means outside of our label scheme. You can choose not to use the service or feature for the collection of your information.,IP Address
The site collects your cookies or tracking elements for service operations or security. Collection happens when you implicitly provide information on other websites. You can opt out by contacting the company for the collection of your information.,Action
"The site collects your location information for marketing purposes. Collection happens in the mobile app, and your data is identifiable. You can opt in for data collection.",Location
The site collects your location information for an additional (non-basic) service or feature. Collection happens in the mobile app. You can configure your privacy with browser settings.,Location
"You can opt out (by contacting the company) from the use of unspecified information by a third party, which collects or receives it for marketing purposes.",Action
The public does receive your contact information for legal requirements. The data is personally identifiable. You can configure your privacy using a method outside our label scheme for the use of your information.,Disclosure
"The site collects your demographic information for service operations or security. Collection happens on the website, and your data is identifiable.",1P Analysis
"The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website for users without accounts, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",1P Analysis
An unnamed third party does receive your financial information for an unspecified purpose. You can opt in for data collection for the collection or sharing of your information.,Payment
Another part of the company or institution does collect on the first party website or app your cookies or tracking elements for a basic service or feature.,Cookies
A named third party does track on the first party website or app your IP address or device IDs for targeted advertising.,IP Address
You can make a choice about your privacy not described by our label scheme the use of contact information by an unspecified party for personalization or customization.,Personalization
"The site collects your IP address or device IDs for analytics or research. Collection happens in an unspecified way, and your data's identifiability is not covered by our label scheme.",IP Address
"The site collects your generic personal information for an unspecified purpose. Collection happens by an unnamed service or third party, and your data is identifiable.",3P Analysis
An unnamed third party does track on the first party website or app your cookies or tracking elements for an unspecified purpose.,Cookies
An unnamed third party does receive your unspecified personal information for legal requirements. You can opt in for data collection.,Disclosure
An unnamed third party does track on the first party website or app your cookies or tracking elements for targeted advertising. You can configure your privacy with browser settings for the collection or sharing of your information.,Targeted Advertising
"The site collects your unspecified information for a purpose outside of our label scheme. Collection happens in an unspecified way for users with accounts, and your data is identifiable.",1P Analysis
The site collects your location information for an unspecified purpose. Collection happens when you implicitly provide information on the website.,Location
An unspecified third party does receive your cookies or tracking elements for an unspecified purpose. The data is aggregated or anonymized.,Cookies
The site collects your location information for a basic service or feature. Collection happens when you implicitly provide information in the mobile app. You can opt in for data collection.,Location
The site collects your contact information for personalization or customization. Collection happens when you implicitly provide information on the website.,Personalization
The site collects your cookies or tracking elements for personalization or customization. Collection happens on the website. You can configure your privacy with third-party user settings for the collection of your information.,Personalization
"A user with an account can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by a third party, which collects or receives it for a basic service or feature.",Cookies
An unnamed third party does receive your activities on the website or app for analytics or research.,3P Analysis
An unnamed third party does collect on the first party website or app your location information for a basic service or feature.,Location
The site collects your demographic information for advertising. Collection happens when you explicitly provide information on the website.,1P Analysis
The site collects your demographic information for analytics or research. Collection happens when you explicitly provide information on the website.,1P Analysis
The site collects your health information for legal requirements. Collection happens in an unspecified way.,Disclosure
"The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection.",1P Analysis
A named third party does receive your cookies or tracking elements for targeted advertising.,Targeted Advertising
"The site collects your generic personal information for an unspecified purpose. Collection happens when you implicitly provide information on other websites, and your data is identifiable.",1P Analysis
A named third party does receive your activities on the website or app for targeted advertising. The identifiability of the data is not covered by our label scheme.,Targeted Advertising
The site collects your location information for a basic service or feature. Collection happens in the mobile app.,Location
Another part of the company or institution does receive your financial information for a basic service or feature. This applies to a user type outside of our label scheme.,Payment
An unnamed third party does track on the first party website or app unspecified information about you for analytics or research. The data is aggregated or anonymized.,3P Analysis
A named third party does track on the first party website or app unspecified information about you for targeted advertising. You can configure your privacy with browser settings for the collection or sharing and use of your information.,Targeted Advertising
The site collects your cookies or tracking elements for a basic service or feature. Collection happens by some means outside of our label scheme for users with accounts.,Cookies
A named third party does track on the first party website or app your cookies or tracking elements for analytics or research. You can configure your privacy with user settings provided by the site for the collection or sharing of your information.,Cookies
"The site collects your cookies or tracking elements for advertising. Collection happens when you implicitly provide information on the website, and your data is identifiable. You can configure your privacy with browser settings.",Cookies
An unnamed third party does track on the first party website or app your cookies or tracking elements for an unspecified purpose. You can opt out using the provided link.,Action
The site collects your financial information for an unspecified purpose. Collection happens by an unnamed service or third party.,Payment
The site collects your location information for advertising. Collection happens when you implicitly provide information on the mobile website. You can configure your privacy with browser settings for the collection of your information.,Location
An unnamed third party does receive your contact information for targeted advertising. The data is personally identifiable. You can opt out by contacting the company.,Targeted Advertising
You can opt out (via a link) from the use of cookies and tracking elements by an unspecified party for advertising.,Action
A named third party does track on the first party website or app your demographic information for targeted advertising. You can opt out using the provided link for the use of your information.,Targeted Advertising
An unnamed third party does do something outside of our label scheme with information about you not covered by our label scheme for mergers or acquisitions. You can opt out by contacting the company.,Action
"The site collects your generic personal information for marketing purposes. Collection happens on the website, and your data is identifiable.",1P Analysis
"The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information on the website for users with accounts, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
An unnamed third party does receive your unspecified personal information for marketing purposes. The data is personally identifiable. You can opt out by contacting the company.,Action
An unnamed third party does receive information about you not covered by our label scheme for targeted advertising.,Targeted Advertising
"The site collects your financial information for service operations or security. Collection happens when you implicitly provide information by an unnamed service or third party, and your data is identifiable.",Payment
The site does not collect your cookies or tracking elements for an unspecified purpose. Collection happens on the website.,Cookies
An unnamed third party does track on the first party website or app your cookies or tracking elements for a basic service or feature. You can configure your privacy with browser settings.,Cookies
The site collects your cookies or tracking elements for an unspecified purpose. Collection happens in an unspecified way.,Cookies
The site collects your generic personal information for personalization or customization. Collection happens in an unspecified way.,Personalization
The site does not collect your cookies or tracking elements for analytics or research. Collection happens when you implicitly provide information in an unspecified way.,Cookies
"The site collects your contact information for analytics or research. Collection happens when you implicitly provide information by an unnamed service or third party, and your data is identifiable.",3P Analysis
You can opt out (via a link) from the use of contact information by an unspecified party for marketing purposes.,Action
"When a change is made to the privacy policy that significantly affects data practices, users are notified in a manner outside of our label scheme. Users must agree before their data is treated according to the new privacy policy.",Policy Change
A named third party does receive your financial information for a basic service or feature. You can opt in for data collection for the collection or sharing of your information.,Payment
The site collects your IP address or device IDs for a basic service or feature. Collection happens in an unspecified way.,IP Address
An unnamed third party does collect on the first party website or app unspecified information about you for targeted advertising. The data is aggregated or anonymized. You can configure your privacy with browser settings.,Targeted Advertising
The site collects your contact information for personalization or customization. Collection happens on the website. You can opt in for data collection.,Personalization
You can make no specified choices about the use of cookies and tracking elements by an unspecified party for advertising.,Cookies
A named third party does receive your location information for marketing purposes. You can opt in for data collection.,Location
A named third party does collect on the first party website or app unspecified information about you for targeted advertising. You can configure your privacy with third-party user settings for the collection or sharing of your information.,Targeted Advertising
"The site collects your demographic information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized.",1P Analysis
"You can opt out (by contacting the company) from the use of unique personal identifier by a third party, which collects or receives it for legal requirements.",Action
"The site collects your website activities for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable.",1P Analysis
The site collects something that uniquely identifies you for analytics or research. Collection happens by an unnamed service or third party.,3P Analysis
An unspecified third party does do something outside of our label scheme with your location information for marketing purposes.,Location
A named third party does track on the first party website or app your cookies or tracking elements for targeted advertising.,Targeted Advertising
The site collects an information type outside of our label scheme for analytics or research. Collection happens when you implicitly provide information in an unspecified way.,1P Analysis
"The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature for the collection and use of your information.",Payment
The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information by an unnamed service or third party.,IP Address
A named third party does track on the first party website or app your activities on the website or app for legal requirements. The data is aggregated or anonymized.,Disclosure
An unnamed third party does collect on the first party website or app your cookies or tracking elements for legal requirements. The data is aggregated or anonymized.,Disclosure
An unnamed third party does receive your unspecified personal information for targeted advertising. The data is personally identifiable. You can make a choice about the use of your information.,Targeted Advertising
"The site collects your generic personal information for a basic service or feature. Collection happens in an unspecified way, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
The site collects your unspecified information for personalization or customization. Collection happens when you implicitly provide information by an unnamed service or third party for users with accounts.,Personalization
An unnamed third party does receive your activities on the website or app for legal requirements.,Disclosure
An unnamed third party does receive your health information for legal requirements. The data is personally identifiable.,Disclosure
The site collects your cookies or tracking elements for a basic service or feature. Collection happens when you explicitly provide information on the website. You can configure your privacy with browser settings.,Cookies
A named third party does collect on the first party website or app your computer information for targeted advertising. You can opt out using the provided link for the use of your information.,Targeted Advertising
The site collects your unspecified information for legal requirements. Collection happens when you explicitly provide information on the website.,Disclosure
The site collects your health information for personalization or customization. Collection happens in an unspecified way.,Health
"The site collects your contact information for an additional (non-basic) service or feature. Collection happens on the website, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",1P Analysis
The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.,IP Address
The site collects your location information for marketing purposes. Collection happens when you explicitly provide information in an unspecified way. You can opt in for data collection.,Location
"The site collects your generic personal information for an unspecified purpose. Collection happens by other parts of the company or affiliates, and your data is identifiable.",1P Analysis
"The site collects your location information for analytics or research. Collection happens when you explicitly provide information on the website, and your data is identifiable.",Location
The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.,Cookies
"Users without accounts can delete their account (although the company or organization may continue to keep some data), within the scope of unspecified user information.",Deletion
"The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens when you implicitly provide information by some means outside of our label scheme, and your data is identifiable.",1P Analysis
An unnamed third party does not receive unspecified information about you for marketing purposes. The data is personally identifiable. You can opt in for data collection for the collection or sharing of your information.,3P Analysis
The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you explicitly provide information on the website for users with accounts. You can opt in for data collection for the collection of your information.,Cookies
An unspecified third party does not receive your survey data for analytics or research. The data is personally identifiable.,3P Analysis
"The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way for users with accounts, and your data is identifiable.",1P Analysis
The site collects your financial information for a basic service or feature. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature for the collection of your information.,Payment
"The site collects your cookies or tracking elements for personalization or customization. Collection happens when you implicitly provide information by some means outside of our label scheme, and your data is aggregated or anonymized.",Personalization
"The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
A named third party does receive your financial information for a basic service or feature. The data is personally identifiable.,Payment
"The site collects your generic personal information for a basic service or feature. Collection happens when you explicitly provide information on the website for users with accounts, and your data is identifiable. You can opt in for data collection.",1P Analysis
A named third party does track on the first party website or app your cookies or tracking elements for personalization or customization. You can configure your privacy with browser settings.,Personalization
The public does see your activities on the website or app for a basic service or feature. The data is personally identifiable. You can opt in for data collection.,1P Analysis
An unnamed third party does collect on the first party website or app your activities on the website or app for legal requirements.,Disclosure
The site collects your health information for advertising. Collection happens on the website.,Health
The site collects an information type outside of our label scheme for legal requirements. Collection happens by some means outside of our label scheme.,Disclosure
A named third party does receive your contact information for personalization or customization.,Personalization
"The site collects your generic personal information for analytics or research. Collection happens when you implicitly provide information on the website, and your data is identifiable.",1P Analysis
"The site collects your unspecified information for a basic service or feature. Collection happens on the website, and your data is identifiable.",1P Analysis
Another part of the company or institution does collect on the first party website or app your contact information for an unspecified purpose. The data is personally identifiable.,1P Analysis
The site collects your unspecified information for personalization or customization. Collection happens when you implicitly provide information by some means outside of our label scheme.,Personalization
"When a change is made to the privacy policy as a result of a merger or acquisition, users are notified in an unspecified manner. Users must agree before their data is treated according to the new privacy policy.",Policy Change
An unnamed third party does track on the first party website or app your activities on the website or app for targeted advertising. The data is aggregated or anonymized. You can opt out using the provided link.,Targeted Advertising
The site collects an information type outside of our label scheme for personalization or customization. Collection happens when you explicitly provide information on the website. You can configure your privacy with user settings provided by the site.,Personalization
An unspecified third party does do something unspecified with unspecified information about you for personalization or customization.,Personalization
The site collects your financial information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way. You can configure your privacy using a method outside our label scheme for the collection and use of your information.,Payment
The site collects your unspecified information for personalization or customization. Collection happens when you explicitly provide information in an unspecified way for users with accounts.,Personalization
A named third party does not receive unspecified information about you for targeted advertising. The data is personally identifiable.,Targeted Advertising
"The site collects your website activities for personalization or customization. Collection happens when you implicitly provide information by some means outside of our label scheme, and your data is aggregated or anonymized.",Personalization
"The site collects your IP address or device IDs for analytics or research. Collection happens when you implicitly provide information by an unnamed service or third party, and your data is identifiable.",IP Address
"You can opt out (by contacting the company) from the use of cookies and tracking elements by a third party, which collects or receives it for an unspecified purpose.",Action
A named third party does not receive your contact information for marketing purposes. You can opt out by contacting the company.,Action
The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information by some means outside of our label scheme.,Cookies
"The site collects your generic personal information for a basic service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature.",1P Analysis
"The site collects your generic personal information for marketing purposes. Collection happens on the website, and your data is identifiable. You can configure your privacy with user settings provided by the site.",1P Analysis
The site collects your IP address or device IDs for an additional (non-basic) service or feature. Collection happens by a named service or third party.,IP Address
An unnamed third party does do something outside of our label scheme with your contact information for an unspecified purpose. You can opt out by contacting the company for the use of your information.,Action
"You can opt out (via a link) from the use of information of a type not covered by our label scheme by the site, which uses it for marketing purposes.",Action
"The site collects your financial information for marketing purposes. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",Payment
An unnamed third party does do something unspecified with your unspecified personal information for a basic service or feature. The data is personally identifiable.,3P Analysis
"The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way, and your data is identifiable.",1P Analysis
"The site collects your unspecified information for analytics or research. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way for users with accounts.,Cookies
"You can opt out (via a link) from the use of IP address and device IDs by the site, which collects it for advertising.",IP Address
"The site collects your user profile for an additional (non-basic) service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme for users with accounts, and your data is identifiable. You can opt in for data collection for the collection and use of your information.",1P Analysis
An unnamed third party does not collect on the first party website or app your contact information for a basic service or feature. The data is personally identifiable.,3P Analysis
"You can opt out (by contacting the company) from the use of contact information by the site, which uses it for advertising.",Action
A named third party does receive your financial information for an additional (non-basic) service or feature. The data is personally identifiable. You can choose not to use the service or feature for the collection or sharing and use of your information.,Payment
The site collects your financial information for service operations or security. Collection happens by other websites.,Payment
An unspecified third party does do something outside of our label scheme with unspecified information about you for targeted advertising. The data is aggregated or anonymized.,Targeted Advertising
The site collects your financial information for service operations or security. Collection happens by an unnamed service or third party.,Payment
The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way. You can choose not to use the service or feature.,IP Address
"The site collects an information type outside of our label scheme for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website for users with accounts, and your data is identifiable.",1P Analysis
The site collects your IP address or device IDs for a purpose outside of our label scheme. Collection happens when you implicitly provide information on the website.,IP Address
You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by an unspecified party for a basic service or feature.,Cookies
A named third party does do something outside of our label scheme with your unspecified personal information for targeted advertising. The identifiability of the data is not covered by our label scheme.,Targeted Advertising
A named third party does not do something unspecified with your unspecified personal information for targeted advertising.,Targeted Advertising
"The site collects your demographic information for marketing purposes. Collection happens when you explicitly provide information on the website, and your data is aggregated or anonymized. You can opt in for data collection for the use of your information.",1P Analysis
You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by an unspecified party for a purpose outside of our label scheme.,Cookies
The site collects your cookies or tracking elements for analytics or research. Collection happens when you implicitly provide information in an unspecified way. You can choose not to use the service or feature.,Cookies
"The site collects your demographic information for an unspecified purpose. Collection happens in an unspecified way, and your data is identifiable.",1P Analysis
An unnamed third party does receive your cookies or tracking elements for an unspecified purpose. You can configure your privacy with browser settings for the use of your information.,Cookies
"The site collects your generic personal information for a basic service or feature. Collection happens by other websites for users with accounts, and your data is identifiable.",1P Analysis
An unnamed third party does not do something outside of our label scheme with your unspecified personal information for a purpose outside of our label scheme. This applies to a user type outside of our label scheme. The data is personally identifiable.,3P Analysis
"Users with accounts can delete their account (although the company or organization may continue to keep some data), within the scope of information the company has learned about the user.",Deletion
The site collects your user profile for analytics or research. Collection happens when you explicitly provide information in an unspecified way. You can opt in for data collection for the collection of your information.,1P Analysis
"The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information on the website for users with accounts, and your data is identifiable. You can opt in for data collection.",1P Analysis
An unspecified third party does receive your health information for marketing purposes. You can opt in for data collection.,Health
The site does not collect your financial information for marketing purposes. Collection happens in an unspecified way.,Payment
"The site collects your unspecified information for analytics or research. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized.",1P Analysis
"You can opt out (via a link) from the use of unspecified information by the site, which uses it for marketing purposes.",Action
"The site collects something that uniquely identifies you for service operations or security. Collection happens in an unspecified way for users with accounts, and your data is identifiable.",1P Analysis
"The site collects your IP address or device IDs for a basic service or feature. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized.",IP Address
An unnamed third party does not collect on the first party website or app your financial information for personalization or customization.,Payment
The site collects your location information for a basic service or feature. Collection happens when you implicitly provide information in the mobile app.,Location
"A user without an account can make a choice about your privacy not described by our label scheme the use of financial information by the site, which collects it for service operations or security.",Payment
"The site collects your demographic information for a basic service or feature. Collection happens in an unspecified way, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
"The site collects your generic personal information for advertising. Collection happens when you implicitly provide information on the website, and your data is identifiable.",1P Analysis
The site collects your demographic information for personalization or customization. Collection happens when you implicitly provide information in an unspecified way.,Personalization
A named third party does receive your unspecified personal information for marketing purposes. The identifiability of the data is not covered by our label scheme. You can opt out using the provided link.,Action
The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way for users with accounts.,IP Address
"You can opt out (by contacting the company) from the use of unspecified information by a third party, which uses it for advertising.",Action
An unnamed third party does receive your contact information for marketing purposes. The data is personally identifiable.,3P Analysis
"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way for a user type outside of our label scheme, and your data is identifiable.",1P Analysis
The site collects your website activities for analytics or research. Collection happens by an unnamed service or third party.,3P Analysis
An unnamed third party does receive unspecified information about you for analytics or research.,3P Analysis
The site collects your cookies or tracking elements for service operations or security. Collection happens when you implicitly provide information in an unspecified way. You can make a choice about the collection of your information.,Cookies
The site collects your location information for an unspecified purpose. Collection happens when you implicitly provide information in the mobile app.,Location
An unnamed third party does do something outside of our label scheme with your IP address or device IDs for an unspecified purpose. The data is aggregated or anonymized.,IP Address
The site collects your demographic information for advertising. Collection happens by an unnamed service or third party.,3P Analysis
The site collects your generic personal information for personalization or customization. Collection happens by some means outside of our label scheme.,Personalization
"The site collects your location information for personalization or customization. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable.",Location
"The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature.",1P Analysis
"The site collects your location information for an unspecified purpose. Collection happens when you explicitly provide information by some means outside of our label scheme, and your data is identifiable. You can opt in for data collection for the collection and use of your information.",Location
The site collects your social media data for service operations or security. Collection happens in an unspecified way.,Social Media
The site collects your cookies or tracking elements for a basic service or feature. Collection happens when you implicitly provide information in an unspecified way for users with accounts.,Cookies
An unnamed third party does receive your health information for service operations or security. The data is personally identifiable.,Health
The site collects your demographic information for an unspecified purpose. Collection happens in an unspecified way.,1P Analysis
An unnamed third party does do something unspecified with your cookies or tracking elements for targeted advertising.,Targeted Advertising
"The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable.",Payment
An unnamed third party does track on the first party website or app your computer information for analytics or research.,3P Analysis
"The site collects your unspecified information for a purpose outside of our label scheme. Collection happens when you implicitly provide information in an unspecified way, and your data is identifiable.",1P Analysis
Another part of the company or institution does receive your survey data for a basic service or feature. The data is personally identifiable.,1P Analysis
You can opt out (by contacting the company) from the use of unspecified information by an unspecified party for marketing purposes.,Action
Another part of the company or institution does receive your location information for an additional (non-basic) service or feature.,Location
"The site collects your IP address or device IDs for an unspecified purpose. Collection happens in the mobile app, and your data's identifiability is not covered by our label scheme.",IP Address
The site collects your financial information for analytics or research. Collection happens when you explicitly provide information in an unspecified way.,Payment
The site collects your cookies or tracking elements for service operations or security. Collection happens when you explicitly provide information by a named service or third party.,Cookies
The site collects your cookies or tracking elements for an unspecified purpose. Collection happens when you implicitly provide information by a named service or third party. You can opt out by contacting the company for the collection of your information.,Action
"The site collects your generic personal information for marketing purposes. Collection happens in the mobile app, and your data is identifiable. You can configure your privacy with browser settings.",1P Analysis
The site collects your computer information for personalization or customization. Collection happens by some means outside of our label scheme.,Personalization
"You can make a choice about your privacy not described by our label scheme the use of health information by a third party, which collects or receives it for analytics or research.",Health
An unnamed third party does receive your user profile for legal requirements. This applies to users with accounts.,Disclosure
"A user with an account can opt out (by contacting the company) from the use of generic personal information by the site, which collects it for a basic service or feature.",Action
The site collects your website activities for analytics or research. Collection happens when you implicitly provide information in an unspecified way.,1P Analysis
The site does not collect your demographic information for an unspecified purpose. Collection happens on the website for users without accounts.,1P Analysis
"The site collects your demographic information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information by a named service or third party for users with accounts, and your data is identifiable. You can opt in for data collection.",3P Analysis
The site collects your cookies or tracking elements for a basic service or feature. Collection happens when you implicitly provide information on the website. You can opt out using the provided link.,Action
The site collects your website activities for personalization or customization. Collection happens on the website.,Personalization
The site collects your health information for an additional (non-basic) service or feature. Collection happens by an unnamed service or third party. You can make a choice about the use of your information.,Health
"The site does not collect your unspecified information for an unspecified purpose. Collection happens in an unspecified way, and your data is identifiable. You can opt in for data collection for the collection of your information.",1P Analysis
The site collects your cookies or tracking elements for advertising. Collection happens by a named service or third party. You can opt out using the provided link.,Action
"You can opt out (by contacting the company) from the use of contact information by the site, which uses it for a purpose outside of our label scheme.",Action
"The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way for users with accounts, and your data is identifiable.",IP Address
"A user with an account can opt out (by contacting the company) from the use of contact information by the site, which uses it for a purpose outside of our label scheme.",Action
"You can opt out (by contacting the company) from the use of contact information by the site, which uses it for service operations or security.",Action
